ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
201929,ELEC,The Oaks of Oak Brook - Tesla Supercharger,1600  16th Street,,Oak Brook,IL,60523,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,41.85434,-87.95846,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,11/26/2021,,,,,"(41.85434, -87.95846)"
13050,LPG,AmeriGas,700 County Highway H,Route 12 exit,Elkhorn,WI,53121,,262-723-7410,E,,Private - Fleet customers only,Contact AmeriGas to set up fueling arrangements,,,,,,,,,,,200-9,42.660919,-88.522923,07/11/2024,02/11/2025 06:16:32 PM +0000,P,,,05/11/1999,,,,,"(42.660919, -88.522923)"
230689,ELEC,City of Joliet - Gateway Center,E Marion St,,Joliet,IL,60433,,,E,,Private,,,,,,,1,,,AMPUP,https://ampup.io,GPS,41.52233262055942,-88.07901530555726,03/08/2023,01/31/2024 04:07:01 PM +0000,LG,,,09/15/2022,,,,,"(41.52233262055942, -88.07901530555726)"
174560,ELEC,SOLDIER FIELD STATION 03,1410 Museum Campus Dr,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.863455,-87.616349,04/22/2025,04/21/2025 08:22:35 PM +0000,,,,01/27/2021,,,,,"(41.863455, -87.616349)"
150750,ELEC,Village of Oak Brook - Village Hall - Tesla Destination,1200 Oak Brook Rd,,Oak Brook,IL,60523,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.833081,-87.947854,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,03/14/2019,,,,,"(41.833081, -87.947854)"
166719,ELEC,Jewel Osco 1350 US Route 12 Fox Lake,1350 US Route 12,,Fox Lake,IL,60020,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,42.366466,-88.172072,04/22/2025,04/21/2025 10:08:53 PM +0000,,,,08/31/2020,,,,,"(42.366466, -88.172072)"
388659,ELEC,1616 CONDO ASSO STATION1,1616 Sheridan Road,Garage,Wilmette,IL,60091,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.088258,-87.701232,04/22/2025,04/21/2025 09:34:00 PM +0000,,,,03/26/2025,,,,,"(42.088258, -87.701232)"
260644,ELEC,BAY 13 CHARGER CPE250,2480 Aurora Ave,In front of building on west side,Naperville,IL,60540,,888-758-4389,E,,Public,Mon 7:00am - 8:00pm; Tue 7:00am - 8:00pm; Wed 7:00am - 8:00pm; Thu 7:00am - 8:00pm; Fri 7:00am - 8:00pm; Sat 8:00am - 6:00pm,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,41.762866,-88.195038,04/22/2025,04/21/2025 09:13:51 PM +0000,,,,05/11/2023,,,,,"(41.762866, -88.195038)"
46810,ELEC,Continental Nissan,5750 S La Grange Rd,,Countryside,IL,60525,,708-352-9200,E,,Private,,,,,,,1,,,Non-Networked,,200-9,41.78586,-87.8685,02/12/2024,02/11/2025 06:16:32 PM +0000,P,,,01/31/2012,,,,,"(41.78586, -87.8685)"
332680,ELEC,Harvard Ford-IQ,5250 South Route 14,,Harvard,IL,60033,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,42.402921,-88.612613,04/22/2025,04/21/2025 07:37:02 PM +0000,,,,12/27/2022,,,,,"(42.402921, -88.612613)"
220202,ELEC,Burr Ridge Village Center - Tesla Supercharger,515  Village Center Drive,,Burr Ridge,IL,60527,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,41.7522431,-87.9139903,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,05/24/2022,,,,,"(41.7522431, -87.9139903)"
358551,ELEC,HMD Bar & Grill - Tesla Destination,10339 Ridgeland Ave,,Chicago Ridge,IL,60415,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.703831,-87.778908,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,07/01/2024,,,,,"(41.703831, -87.778908)"
117212,LPG,Love's Travel Stop #417,3150 Grant St,,Gary,IN,46408,,219-981-4646,E,,Public,24 hours daily,A Cash Comdata D Debit EFS M TCH Tchek V Wright_Exp,,,,,,,,,,200-9,41.56177,-87.356616,11/06/2024,02/11/2025 06:16:32 PM +0000,P,,,01/15/2019,,,true,,"(41.56177, -87.356616)"
86102,ELEC,MOMENT MOMENT 1,545 N McClurg Ct,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.892047,-87.617241,04/22/2025,04/21/2025 08:01:56 PM +0000,,,,07/28/2017,,,,,"(41.892047, -87.617241)"
236278,ELEC,PARKING B LOT B FLOOR8 #3,259 E Erie St,Floor 8,Chicago,IL,60611,,888-758-4389,T,01/03/2024,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.89369,-87.620964,04/22/2025,04/21/2025 07:56:06 PM +0000,,,,11/18/2022,,,,,"(41.89369, -87.620964)"
